mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
03995007	Multiple	BCTS	017_01	107	grab, smith-mcintyre	1974	05	23	0740	39	24	70	N	073	03	30	W		39.4117	-73.055	64		SMITH-MCINTYRE		
03995007	Multiple	BCTS	011_01	107	grab, smith-mcintyre	1974	05	23	0224	39	29	20	N	072	57	80	W		39.4867	-72.9633	64		SMITH-MCINTYRE		
09995007	Serrano	SERRANO	121	100	grab, undifferentiated	1961	11	22		04	47	00	N	099	41	00	E	m	4.7833	99.6833	66		GRAB SAMPLE		
09005039	Unknown Platform	L.I. 446	3_SF-8	400	core, gravity undiff.	1973				37	56	00	N	122	04	00	W	m	37.9333	-122.0667	0	130	GRAVITY CORE		
03995007	Multiple	QUART4	77_03	107	grab, smith-mcintyre	1974	03	28		40	13	00	N	073	46	00	W		40.2167	-73.7667	61		SMITH-MCINTYRE		
03995007	Multiple	QUART4	72_04	107	grab, smith-mcintyre	1974	03	28		40	16	00	N	073	38	00	W		40.2667	-73.6333	25		SMITH-MCINTYRE		
03995007	Multiple	QUART4	7_03	107	grab, smith-mcintyre	1974	03	23		40	31	00	N	073	38	00	W		40.5167	-73.6333	16		SMITH-MCINTYRE		
03995007	Multiple	QUART4	64_01	107	grab, smith-mcintyre	1974	03	27		40	16	00	N	073	54	00	W		40.2667	-73.9	19		SMITH-MCINTYRE		
03995007	Multiple	QUART4	60_01	107	grab, smith-mcintyre	1974	03	27		40	19	00	N	073	56	00	W		40.3167	-73.9333	15		SMITH-MCINTYRE		
03995007	Multiple	QUART4	56_01	107	grab, smith-mcintyre	1974	03	26		40	19	00	N	073	48	00	W		40.3167	-73.8	45		SMITH-MCINTYRE		
03995007	Multiple	QUART4	44_02	107	grab, smith-mcintyre	1974	03	25		40	22	00	N	073	50	00	W		40.3667	-73.8333	27		SMITH-MCINTYRE		
03995007	Multiple	QUART4	43_03	107	grab, smith-mcintyre	1974	03	25		40	22	00	N	073	52	00	W		40.3667	-73.8667	25		SMITH-MCINTYRE		
03995007	Multiple	QUART4	39_01	107	grab, smith-mcintyre	1974	03	25		40	25	00	N	073	57	00	W		40.4167	-73.95	9		SMITH-MCINTYRE		
03995007	Multiple	QUART4	31_05	107	grab, smith-mcintyre	1974	03	24		40	25	00	N	073	42	00	W		40.4167	-73.7	24		SMITH-MCINTYRE		
03995007	Multiple	QUART4	27_03	107	grab, smith-mcintyre	1974	03	24		40	28	00	N	073	40	00	W		40.4667	-73.6667	22		SMITH-MCINTYRE		
03995007	Multiple	QUART4	26_05	107	grab, smith-mcintyre	1974	03	24		40	28	00	N	073	42	00	W		40.4667	-73.7	23		SMITH-MCINTYRE		
03995007	Multiple	QUART4	19_02	107	grab, smith-mcintyre	1974	03	23		40	28	00	N	073	56	00	W		40.4667	-73.9333	11		SMITH-MCINTYRE		
03995007	Multiple	QUART4	102_03	107	grab, smith-mcintyre	1974	04	01		40	25	00	N	073	36	00	W		40.4167	-73.6	21		SMITH-MCINTYRE		
03995007	Multiple	QUART3	99_01	107	grab, smith-mcintyre	1974	01	28		40	16	00	N	073	36	00	W		40.2667	-73.6	25		SMITH-MCINTYRE		
41995002	Multiple	unknown	C80_6	0	unknown					70	36	00	N	151	51	00	W	m	70.6	-151.85	2				
23055001	T-Kip IV	II-A	04PE206	107	grab, smith-mcintyre	1978	08	22	0115	28	34	15	N	090	23	30	W	m	28.5692	-90.3883	36	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	03PN204	107	grab, smith-mcintyre	1978	08	27	0010	28	41	12	N	090	14	72	W	m	28.6853	-90.2453	29	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	03PN055	107	grab, smith-mcintyre	1978	08	26	2313	28	40	30	N	090	14	72	W	m	28.6717	-90.2453	29	5	SMITH-MCINTYRE		
03995007	Peirce	BLM04B	G2_10	107	grab, smith-mcintyre	1976	08	27		39	43	71	N	073	34	00	W		39.7285	-73.5667	36	950	SMITH-MCINTYRE		
03995007	Peirce	BLM04B	G1_08	107	grab, smith-mcintyre	1976	08	26		39	51	52	N	073	53	07	W		39.8587	-73.8845	26	920	SMITH-MCINTYRE		
03995007	Peirce	BLM04B	F2_09	107	grab, smith-mcintyre	1976	08	20		38	43	76	N	073	08	55	W		38.7293	-73.1425	113	1300	SMITH-MCINTYRE		
60045001	Venture	I-4	05_C	300	core, box	1981	05	01		26	45	42	N	084	00	08	W	m	26.757	-84.0013	89	100			
60045001	Venture	I-3	28_B	300	core, box	1980	11	20		24	47	07	N	083	13	05	W	m	24.7845	-83.2175	58	100			
60045001	Venture	I-3	25_B	300	core, box	1980	11	19		24	47	57	N	082	13	16	W	m	24.7928	-82.2193	24	100			
60045001	Venture	I-3	18_A	300	core, box	1980	11	15		25	45	22	N	083	42	13	W	m	25.7537	-83.7022	86	100			
60045001	Venture	I-3	06_E	300	core, box	1980	11	06		26	16	47	N	082	38	21	W	m	26.2745	-82.6368	26	100			
41995002	Multiple	unknown	TP79_4	0	unknown					70	27	20	N	148	15	00	W	m	70.4533	-148.25					
41995002	Multiple	unknown	SMG1580	0	unknown					71	23	00	N	152	42	00	W	m	71.3833	-152.7	100				
41995002	Multiple	unknown	SMG1541	0	unknown					71	19	00	N	152	54	00	W	m	71.3167	-152.9	55				
41995002	Multiple	unknown	SMG1324	0	unknown					71	22	40	N	152	06	10	W	m	71.3733	-152.1017	71				
41995002	Multiple	unknown	SMG1288	0	unknown					70	40	10	N	148	28	60	W	m	70.6683	-148.4767	25				
41995002	Multiple	unknown	PWB7084	0	unknown	1970	10	16	1400	69	20	00	N	164	36	00	W	m	69.3333	-164.6	25				
41995002	Multiple	unknown	PWB7059	0	unknown	1970	10	11	1431	69	04	00	N	166	40	00	W	m	69.0667	-166.6667	41				
03995010	Columbus Iselin	MAFLA039	2439	300	core, box	1976	07	08		29	34	90	N	87	20	00	W		29.5817	-87.3333	106	0			
03995010	Columbus Iselin	MAFLA039	2421	300	core, box	1976	07	08		29	36	15	N	87	23	53	W		29.6025	-87.3922	75	0			
03995010	Columbus Iselin	MAFLA039	2419	300	core, box	1976	07	08		29	36	50	N	87	26	88	W		29.6083	-87.448	69	0			
03995010	Columbus Iselin	MAFLA039	2401	300	core, box	1976	07	09		29	40	53	N	87	37	02	W		29.6755	-87.617	36	0			
03995010	Columbus Iselin	MAFLA039	2415	300	core, box	1976	07	08		29	36	50	N	87	26	88	W		29.6083	-87.448	69	0			
03995010	Columbus Iselin	MAFLA039	2391	300	core, box	1976	07	09		29	45	50	N	87	46	50	W		29.7583	-87.775	37	0			
03995010	Columbus Iselin	MAFLA039	2389	300	core, box	1976	07	09		29	43	50	N	87	54	45	W		29.725	-87.9075	35	0			
03995010	Columbus Iselin	MAFLA039	2371	300	core, box	1976	07	09		29	53	45	N	88	12	45	W		29.8908	-88.2075	32	0			
03995007	Multiple	QUART2	8_04	107	grab, smith-mcintyre	1973	10	21	0030	40	31	00	N	073	40	00	W		40.5167	-73.6667	18		SMITH-MCINTYRE		
03995007	Multiple	QUART2	77_03	107	grab, smith-mcintyre	1973	10	24		40	13	00	N	073	46	00	W		40.2167	-73.7667	61		SMITH-MCINTYRE		
09005049	Unknown Platform	L.I. 469	1_N2-23	400	core, gravity undiff.	1973				36	57	00	N	076	20	00	W	m	36.95	-76.3333	0	99	GRAVITY CORE		
03995010	Columbus Iselin	MAFLA039	2225	300	core, box	1976	07	04		29	19	95	N	84	44	00	W		29.3325	-84.7333	30	0			
03995010	Columbus Iselin	MAFLA039	2201	300	core, box	1976	07	04		29	37	03	N	84	16	97	W		29.6172	-84.2828	19	0			
03995007	Multiple	QUART2	39_01	107	grab, smith-mcintyre	1973	10	22		40	25	00	N	073	57	00	W		40.4167	-73.95	9		SMITH-MCINTYRE		
60045001	Venture	II-2	28_A	300	core, box	1981	08	04		24	47	07	N	083	13	05	W	m	24.7845	-83.2175	58	100			
60045001	Venture	II-2	20_A	300	core, box	1981	07	29		25	17	20	N	082	09	44	W	m	25.2867	-82.1573	22	100			
03995010	Columbus Iselin	MAFLA039	2546	300	core, box	1976	06	25		27	00	42	N	83	01	13	W		27.007	-83.0188	33	0			
03995010	Columbus Iselin	MAFLA039	2544	300	core, box	1976	06	25		27	00	42	N	83	01	13	W		27.007	-83.0188	33	0			
03995010	Columbus Iselin	MAFLA039	2536	300	core, box	1976	06	25		27	00	42	N	83	01	13	W		27.007	-83.0188	33	0			
03995010	Columbus Iselin	MAFLA039	2534	300	core, box	1976	07	09		29	54	02	N	87	24	00	W		29.9003	-87.4	28	0			
03995010	Columbus Iselin	MAFLA039	2516	300	core, box	1976	07	07		30	08	03	N	86	30	00	W		30.1338	-86.5	35	0			
03995010	Columbus Iselin	MAFLA039	2514	300	core, box	1976	07	07		30	08	03	N	86	30	00	W		30.1338	-86.5	35	0			
03995010	Columbus Iselin	MAFLA039	2501	300	core, box	1976	07	02		28	30	00	N	83	29	97	W		28.5	-83.4995	22	0			
03565001	Longhorn	STOCS059	BDHF	107	grab, smith-mcintyre	1977	03	02	1355	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS059	BDFL	107	grab, smith-mcintyre	1977	03	01	1550	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
23055001	T-Kip IV	II-A	01PS201	107	grab, smith-mcintyre	1978	08	25	1525	29	06	62	N	089	41	42	W	m	29.1103	-89.6903	16	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	01PS058	107	grab, smith-mcintyre	1978	08	25	1517	29	07	47	N	089	41	32	W	m	29.1245	-89.6887	16	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	01PN051	107	grab, smith-mcintyre	1978	08	25	1845	29	07	97	N	089	41	42	W	m	29.1328	-89.6903	16	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	01PE052	107	grab, smith-mcintyre	1978	08	25	1410	29	07	65	N	089	41	11	W	m	29.1275	-89.6852	16	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	23C_2	107	grab, smith-mcintyre	1979	01	07	1255	28	27	00	N	090	38	00	W	m	28.45	-90.6333	34	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	21C_4	107	grab, smith-mcintyre	1979	01	09	0600	29	12	00	N	089	44	00	W	m	29.2	-89.7333	13	5	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM05B	B5_02	107	grab, smith-mcintyre	1976	11	13		39	27	89	N	073	04	57	W		39.4648	-73.0762	64	1000	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM05B	B3_04	107	grab, smith-mcintyre	1976	11	13		39	21	20	N	073	01	41	W		39.3533	-73.0235	74	760	SMITH-MCINTYRE		
23045003	Sea Transporter	III	04PE051	107	grab, smith-mcintyre	1979	01	10	1405	28	34	15	N	090	24	23	W	m	28.5692	-90.4038	38	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PW203	107	grab, smith-mcintyre	1979	01	10	0525	28	40	03	N	090	15	95	W	m	28.6672	-90.2658	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PW053	107	grab, smith-mcintyre	1979	01	10	0630	28	40	03	N	090	15	03	W	m	28.6672	-90.2505	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PS203	107	grab, smith-mcintyre	1979	01	10	0425	28	38	95	N	090	14	72	W	m	28.6492	-90.2453	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PN201	107	grab, smith-mcintyre	1979	01	10	0015	28	41	12	N	090	14	72	W	m	28.6853	-90.2453	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PN051	107	grab, smith-mcintyre	1979	01	09	2300	28	40	30	N	090	14	72	W	m	28.6717	-90.2453	29	5	SMITH-MCINTYRE		
03995007	Peirce	BLM02B	K2_01	107	grab, smith-mcintyre	1976	03	12		38	12	64	N	074	26	60	W		38.2107	-74.4433	40	1100	SMITH-MCINTYRE		
03995007	Peirce	BLM02B	I4_07	107	grab, smith-mcintyre	1976	03	15		39	06	64	N	072	40	52	W		39.1107	-72.6753	570	1500	SMITH-MCINTYRE		
03995007	Peirce	BLM02B	I3_12	107	grab, smith-mcintyre	1976	03	15		39	08	46	N	072	42	09	W		39.141	-72.7015	180	870	SMITH-MCINTYRE		
03995007	Peirce	BLM02B	I2_10	107	grab, smith-mcintyre	1976	03	15		39	07	07	N	072	48	98	W		39.1178	-72.8163	94	900	SMITH-MCINTYRE		
03995007	Peirce	BLM02B	H1_09	107	grab, smith-mcintyre	1976	03	16		39	12	21	N	072	24	04	W		39.2035	-72.4007	325	1400	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PS209	107	grab, smith-mcintyre	1979	01	10	0425	28	38	95	N	090	14	72	W	m	28.6492	-90.2453	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PS052	107	grab, smith-mcintyre	1979	01	10	0318	28	39	77	N	090	14	77	W	m	28.6628	-90.2462	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PN206	107	grab, smith-mcintyre	1979	01	10	0015	28	41	12	N	090	14	72	W	m	28.6853	-90.2453	29	5	SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	VA5_14	107	grab, smith-mcintyre	1973	06	11	2100	40	28	60	N	073	45	50	W		40.4767	-73.7583	24		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	VA5_05	107	grab, smith-mcintyre	1973	06	11	2100	40	28	60	N	073	45	50	W		40.4767	-73.7583	24		SMITH-MCINTYRE		
03995010	Unknown Platform	MAFLA002	54	300	core, box	1974	05	17		29	47	98	N	88	31	35	W		29.7997	-88.5225	27	0			
03995010	Unknown Platform	MAFLA002	51	300	core, box	1974	05	17		29	53	52	N	88	29	82	W		29.892	-88.497	29	0			
03995010	Unknown Platform	MAFLA002	27	300	core, box	1974	05	17		29	55	27	N	88	26	90	W		29.9212	-88.4483	24	0			
03995010	Unknown Platform	MAFLA002	45	300	core, box	1974	05	30		29	36	32	N	87	23	42	W		29.6053	-87.3903	82	0			
03995010	Unknown Platform	MAFLA002	169	300	core, box	1974	06	17		27	50	02	N	83	30	98	W		27.8337	-83.5163	34	0			
03995010	Unknown Platform	MAFLA002	166	300	core, box	1974	06	16		28	01	00	N	83	35	50	W		28.0167	-83.5917	31	0			
03995010	Unknown Platform	MAFLA002	140	300	core, box	1974	06	15		28	26	48	N	84	23	35	W		28.4413	-84.3892	44	0			
03995010	Unknown Platform	MAFLA002	138	300	core, box	1974	06	14		28	30	00	N	84	28	00	W		28.5	-84.4667	45	0			
41995002	Multiple	unknown	SMG1555	0	unknown					71	14	00	N	152	55	00	W	m	71.2333	-152.9167	40				
41995002	Multiple	unknown	SMG1412	0	unknown					71	04	40	N	153	01	50	W	m	71.0733	-153.025	15				
41995002	Multiple	unknown	SMG1391	0	unknown					71	23	40	N	156	27	10	W	m	71.39	-156.4517	5				
41995002	Multiple	unknown	SMG1124	0	unknown					71	17	60	N	152	41	50	W	m	71.2933	-152.6917	58				
41995002	Multiple	unknown	PWB7523	0	unknown					70	29	50	N	150	59	50	W	m	70.4917	-150.9917	1				
41995002	Multiple	unknown	PWB7078	0	unknown	1970	10	15	1850	69	27	00	N	165	38	00	W	m	69.45	-165.6333	34				
41995002	Multiple	unknown	PWB7075	0	unknown	1970	10	15	0930	69	31	00	N	164	19	00	W	m	69.5167	-164.3167	30				
41995002	Multiple	unknown	PWB7050	0	unknown	1970	10	10	0102	69	38	00	N	167	44	00	W	m	69.6333	-167.7333	46				
41995002	Multiple	unknown	PWB7068	0	unknown	1970	10	13	1420	69	38	00	N	166	48	00	W	m	69.6333	-166.8	45				
41995002	Multiple	unknown	PWB7034	0	unknown	1970	10	06	1720	69	52	00	N	165	37	00	W	m	69.8667	-165.6167	43				
41995002	Multiple	unknown	PWB7031	0	unknown	1970	10	05	1700	69	45	00	N	163	34	00	W	m	69.75	-163.5667	20				
03995007	Peirce	BLM04B	K6_11	107	grab, smith-mcintyre	1976	08	31		38	00	64	N	073	51	98	W		38.0107	-73.8663	305	900	SMITH-MCINTYRE		
03995007	Peirce	BLM04B	K4_11	107	grab, smith-mcintyre	1976	08	31		38	04	62	N	074	01	94	W		38.077	-74.0323		1200	SMITH-MCINTYRE		
03995007	Peirce	BLM04B	K5_02	107	grab, smith-mcintyre	1976	08	31		38	01	62	N	073	53	91	W		38.027	-73.8985	150	900	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	C2_01	107	grab, smith-mcintyre	1975	11	05		39	20	05	N	074	05	27	W		39.3342	-74.0878	21	950	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	C2_08	107	grab, smith-mcintyre	1975	11	05		39	20	05	N	074	05	27	W		39.3342	-74.0878	21	1250	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	C1_10	107	grab, smith-mcintyre	1975	11	05		39	22	00	N	074	15	75	W		39.3667	-74.2625	16	1300	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	B4_11	107	grab, smith-mcintyre	1975	11	04		39	29	98	N	073	10	07	W		39.4997	-73.1678	40	1000	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	C1_02	107	grab, smith-mcintyre	1975	11	05		39	22	00	N	074	15	75	W		39.3667	-74.2625	16	1300	SMITH-MCINTYRE		
03995007	Multiple	QUART2	20_05	107	grab, smith-mcintyre	1973	10	21	2245	40	28	00	N	073	54	00	W		40.4667	-73.9	16		SMITH-MCINTYRE		
03995007	Multiple	QUART2	21_05	107	grab, smith-mcintyre	1973	10	22	0030	40	28	00	N	073	52	00	W		40.4667	-73.8667	19		SMITH-MCINTYRE		
03995007	Multiple	QUART2	19_04	107	grab, smith-mcintyre	1973	10	21	1035	40	28	00	N	073	56	00	W		40.4667	-73.9333	11		SMITH-MCINTYRE		
03995007	Multiple	QUART2	2_03	107	grab, smith-mcintyre	1973	10	20		40	34	00	N	073	46	00	W		40.5667	-73.7667	11		SMITH-MCINTYRE		
03995007	Multiple	QUART2	18_05	107	grab, smith-mcintyre	1973	10	21	0928	40	28	00	N	073	58	00	W		40.4667	-73.9667	5		SMITH-MCINTYRE		
03995007	Multiple	QUART2	16_04	107	grab, smith-mcintyre	1973	10	21	0810	40	31	00	N	073	56	00	W		40.5167	-73.9333	8		SMITH-MCINTYRE		
03995007	Multiple	QUART2	18_03	107	grab, smith-mcintyre	1973	10	21	0928	40	28	00	N	073	58	00	W		40.4667	-73.9667	5		SMITH-MCINTYRE		
03995007	Multiple	QUART2	15_05	107	grab, smith-mcintyre	1973	10	21	0735	40	31	00	N	073	54	00	W		40.5167	-73.9	9		SMITH-MCINTYRE		
03995007	Multiple	QUART2	14_04	107	grab, smith-mcintyre	1973	10	21	0647	40	31	00	N	073	52	00	W		40.5167	-73.8667	11		SMITH-MCINTYRE		
03995007	Multiple	QUART2	12_05	107	grab, smith-mcintyre	1973	10	21	0445	40	31	00	N	073	48	00	W		40.5167	-73.8	16		SMITH-MCINTYRE		
03995010	Unknown Platform	MAFLADM1	3489	300	core, box	1977	08	23		27	03	48	N	84	13	62	W		27.058	-84.227	122	0			
03995010	Unknown Platform	MAFLADM1	3491	300	core, box	1977	08	23		27	03	48	N	84	13	62	W		27.058	-84.227	122	0			
03995010	Unknown Platform	MAFLADM1	3475	300	core, box	1977	09	08		29	35	00	N	87	20	02	W		29.5833	-87.3337	106	0			
03995010	Unknown Platform	MAFLADM1	3485	300	core, box	1977	08	23		27	03	48	N	84	13	62	W		27.058	-84.227	122	0			
03995010	Unknown Platform	MAFLADM1	3487	300	core, box	1977	08	23		27	03	48	N	84	13	62	W		27.058	-84.227	122	0			
03995010	Unknown Platform	MAFLADM1	3463	300	core, box	1977	09	08		29	35	00	N	87	20	02	W		29.5833	-87.3337	106	0			
03995010	Unknown Platform	MAFLADM1	3443	300	core, box	1977	09	09		29	43	48	N	87	54	70	W		29.7247	-87.9117	35	0			
03995007	Multiple	QUART4	72_03	107	grab, smith-mcintyre	1974	03	28		40	16	00	N	073	38	00	W		40.2667	-73.6333	25		SMITH-MCINTYRE		
03995007	Multiple	QUART4	73_01	107	grab, smith-mcintyre	1974	03	28		40	13	00	N	073	38	00	W		40.2167	-73.6333	30		SMITH-MCINTYRE		
03995007	Multiple	QUART4	71_04	107	grab, smith-mcintyre	1974	03	28		40	16	00	N	073	40	00	W		40.2667	-73.6667	25		SMITH-MCINTYRE		
09005049	Unknown Platform	L.I. 469	1_N2-15	400	core, gravity undiff.	1973				36	57	00	N	076	20	00	W	m	36.95	-76.3333	0	137	GRAVITY CORE		
09005044	Unknown Platform	L.I. 449	6CHAS-4	400	core, gravity undiff.	1972	11	03		32	51	80	N	079	57	70	W	m	32.8633	-79.9617		163	GRAVITY CORE		
09005043	Unknown Platform	L.I. 450	2_35C	109	grab, ponar	1973				30	21	00	N	081	18	00	W	m	30.35	-81.3			PONAR GRAB		
03995007	Multiple	QUART2	9_02	107	grab, smith-mcintyre	1973	10	21	0215	40	31	00	N	073	42	00	W		40.5167	-73.7	19		SMITH-MCINTYRE		
03995007	Multiple	QUART2	87_02	107	grab, smith-mcintyre	1973	10	25		40	10	00	N	073	56	00	W		40.1667	-73.9333	19		SMITH-MCINTYRE		
03995007	Multiple	QUART2	83_02	107	grab, smith-mcintyre	1973	10	25	1045	40	13	00	N	073	58	00	W		40.2167	-73.9667	17		SMITH-MCINTYRE		
03995007	Multiple	QUART2	81_02	107	grab, smith-mcintyre	1973	10	25	0835	40	13	00	N	073	54	00	W		40.2167	-73.9	21		SMITH-MCINTYRE		
09995007	Serrano	SERRANO	112	401	core, gravity, phleger	1961	11	22		04	33	80	N	099	26	20	E	m	4.5633	99.4367	60	54	PHLEGER CORE		
09995006	Westwind	00616	PH-6	401	core, gravity, phleger	1958	09	22		61	59	00	N	051	56	00	W	m	61.9833	-51.9333		27	PHLEGER CORE		
09785014	Wilkes	330283	WSA-17	406	core, gravity, ewing	1983	05	21		05	58	80	S	019	07	60	W	m	-5.98	-19.1267	4385	211	EWING GRAVITY		
09785013	Wilkes	343916	30-4	406	core, gravity, ewing	1979	09	24		08	26	10	N	054	19	10	E	m	8.435	54.3183	5050	223	MEG		
09785007	Wilkes	343921	32-5	406	core, gravity, ewing	1979	11	20		03	14	20	N	052	42	40	E	m	3.2367	52.7067	5092	552	EWING GRAV CORE		
03995010	Unknown Platform	MAFLADM4	5172	300	core, box	1978	02	12		28	49	97	N	85	37	05	W		28.8328	-85.6175	177	0			
03995010	Unknown Platform	MAFLADM4	5178	300	core, box	1978	02	12		28	49	97	N	85	37	05	W		28.8328	-85.6175	177	0			
03995010	Unknown Platform	MAFLADM4	5149	300	core, box	1978	02	12		28	58	00	N	85	23	02	W		28.9667	-85.3837	83	0			
03995010	Unknown Platform	MAFLADM4	5119	300	core, box	1978	02	13		29	47	02	N	84	04	87	W		29.7837	-84.0812	10	0			
03995010	Unknown Platform	MAFLADM4	5100	300	core, box	1978	02	13		29	08	12	N	83	43	75	W		29.1353	-83.7292	21	0			
03995010	Unknown Platform	MAFLADM4	5079	300	core, box	1978	02	14		28	42	03	N	84	20	00	W		28.7005	-84.3333	37	0			
03995010	Unknown Platform	MAFLADM4	5048	300	core, box	1978	02	15		27	56	97	N	84	48	00	W		27.9495	-84.8	190	0			
03995010	Unknown Platform	MAFLADM4	5044	300	core, box	1978	02	15		27	56	97	N	84	48	00	W		27.9495	-84.8	190	0			
03995010	Unknown Platform	MAFLADM4	5012	300	core, box	1978	02	16		27	56	00	N	83	27	55	W		27.9333	-83.4592	28	0			
03995010	Unknown Platform	MAFLADM4	4993	300	core, box	1978	02	16		27	57	07	N	83	09	15	W		27.9512	-83.1525	17	0			
03995010	Unknown Platform	MAFLADM4	4968	300	core, box	1978	02	18		26	25	08	N	83	22	98	W		26.418	-83.383	53	0			
03995010	Unknown Platform	MAFLADM4	4932	300	core, box	1978	02	20		26	24	98	N	82	15	15	W		26.4163	-82.2525	10	0			
03995010	Unknown Platform	MAFLADM2	4271	300	core, box	1977	11	17		25	40	03	N	82	19	95	W		25.6672	-82.3325	26	0			
03995010	Unknown Platform	MAFLADM2	4250	300	core, box	1977	11	17		25	40	15	N	83	05	07	W		25.6692	-83.0845	54	0			
03995007	Peirce	BLM02B	J2_01	107	grab, smith-mcintyre	1976	02	20		38	45	73	N	072	58	36	W		38.7622	-72.9727	700	1250	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM05B	B3_05	107	grab, smith-mcintyre	1976	11	13		39	21	20	N	073	01	41	W		39.3533	-73.0235	74	860	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PE203	107	grab, smith-mcintyre	1979	01	10	0120	28	40	40	N	090	13	56	W	m	28.6733	-90.226	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PE053	107	grab, smith-mcintyre	1979	01	10	0216	28	40	13	N	090	14	43	W	m	28.6688	-90.2405	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	02PW203	107	grab, smith-mcintyre	1979	01	13	2326	29	02	83	N	090	11	00	W	m	29.0472	-90.1833	12	5	SMITH-MCINTYRE		
03565001	Longhorn	STOCS042	ARIN	107	grab, smith-mcintyre	1976	10	07	0825	27	40	00	N	96	59	00	W		27.6667	-96.9833	22	0			
03565001	Longhorn	STOCS042	ARJI	107	grab, smith-mcintyre	1976	10	07	0845	27	40	00	N	96	59	00	W		27.6667	-96.9833	22	0			
03565001	Longhorn	STOCS042	ARID	107	grab, smith-mcintyre	1976	10	10	1745	27	34	00	N	96	07	00	W		27.5667	-96.1167	134	0			
03565001	Longhorn	STOCS042	ARFA	107	grab, smith-mcintyre	1976	10	10	1030	27	44	00	N	96	14	00	W		27.7333	-96.2333	82	0			
03565001	Longhorn	STOCS042	ARDD	107	grab, smith-mcintyre	1976	10	11	1645	28	14	00	N	96	29	00	W		28.2333	-96.4833	10	0			
03565001	Longhorn	STOCS042	ARDH	107	grab, smith-mcintyre	1976	10	11	1645	28	14	00	N	96	29	00	W		28.2333	-96.4833	10	0			
03565001	Longhorn	STOCS042	ARBN	107	grab, smith-mcintyre	1976	10	10	1700	27	34	00	N	96	07	00	W		27.5667	-96.1167	134	0			
03565001	Longhorn	STOCS042	AQXR	107	grab, smith-mcintyre	1976	10	11	1330	28	12	00	N	96	27	00	W		28.2	-96.45	18	0			
03565001	Longhorn	STOCS040	ATNP	107	grab, smith-mcintyre	1976	09	25	1730	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATNB	107	grab, smith-mcintyre	1976	09	25	1805	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03995007	H. J. W. Fay	BLM08B	L5_06	107	grab, smith-mcintyre	1977	08	05		37	06	48	N	074	33	66	W		37.108	-74.561	272	1050	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM08B	L2_02	107	grab, smith-mcintyre	1977	08	04		37	20	30	N	074	58	01	W		37.3383	-74.9668	43	1000	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM08B	K6_02	107	grab, smith-mcintyre	1977	08	15		38	00	84	N	073	51	89	W		38.014	-73.8648	350	1150	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM08B	K5_06	107	grab, smith-mcintyre	1977	08	16		38	01	62	N	073	53	66	W		38.027	-73.8943	155	1200	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM08B	K2_02	107	grab, smith-mcintyre	1977	08	16		38	13	44	N	074	27	92	W		38.224	-74.4653	42	700	SMITH-MCINTYRE		
