mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
03565001	Longhorn	STOCS080	BPYS	107	grab, smith-mcintyre	1977	10	05	1138	27	24	00	N	96	36	00	W		27.4	-96.6	78	0			
03565001	Longhorn	STOCS080	BPUT	107	grab, smith-mcintyre	1977	10	05	1924	27	18	00	N	96	23	00	W		27.3	-96.3833	131	0			
03565001	Longhorn	STOCS080	BPOW	107	grab, smith-mcintyre	1977	10	06	0818	27	26	23	N	96	32	12	W		27.4372	-96.5353	82	0			
03565001	Longhorn	STOCS080	BPOQ	107	grab, smith-mcintyre	1977	10	06	0809	27	26	23	N	96	32	12	W		27.4372	-96.5353	82	0			
03565001	Longhorn	STOCS080	BPNK	107	grab, smith-mcintyre	1977	10	06	0714	27	26	23	N	96	31	03	W		27.4372	-96.5172	82	0			
03565001	Longhorn	STOCS080	BPJI	107	grab, smith-mcintyre	1977	10	06	1352	27	39	00	N	96	12	00	W		27.65	-96.2	100	0			
03565001	Longhorn	STOCS080	BPJO	107	grab, smith-mcintyre	1977	10	06	1359	27	39	00	N	96	12	00	W		27.65	-96.2	100	0			
03565001	Longhorn	STOCS080	BPGI	107	grab, smith-mcintyre	1977	10	07	0530	28	14	00	N	96	29	00	W		28.2333	-96.4833	10	0			
03565001	Longhorn	STOCS080	BPGO	107	grab, smith-mcintyre	1977	10	07	0535	28	14	00	N	96	29	00	W		28.2333	-96.4833	10	0			
03565001	Longhorn	STOCS080	BPAN	107	grab, smith-mcintyre	1977	10	07	0646	28	12	00	N	96	27	00	W		28.2	-96.45	18	0			
09995007	Serrano	SERRANO	68	100	grab, undifferentiated	1961	11	21		03	46	30	N	100	20	30	E	m	3.7717	100.3383	55		GRAB SAMPLE		
09995007	Serrano	SERRANO	46	100	grab, undifferentiated	1961	11	17		02	12	30	N	101	51	30	E	m	2.205	101.855	39		GRAB SAMPLE		
09995007	Serrano	SERRANO	48	100	grab, undifferentiated	1961	11	17		02	17	70	N	101	51	30	E	m	2.295	101.855	43		GRAB SAMPLE		
03565001	Longhorn	STOCS039	ASHN	107	grab, smith-mcintyre	1976	09	20	1655	26	10	00	N	97	08	00	W		26.1667	-97.1333	15	0			
03565001	Longhorn	STOCS039	ASDZ	107	grab, smith-mcintyre	1976	09	19	0845	26	10	00	N	96	39	00	W		26.1667	-96.65	47	0			
23045003	Sea Transporter	III	02PN207	107	grab, smith-mcintyre	1979	01	13	1710	29	03	92	N	090	09	77	W	m	29.0653	-90.1628	12	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	02PE058	107	grab, smith-mcintyre	1979	01	13	1855	29	02	88	N	090	09	46	W	m	29.048	-90.1577	12	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	01PW05X	107	grab, smith-mcintyre	1979	01	09	0130	29	07	65	N	089	41	72	W	m	29.1275	-89.6953	18	5	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	E4_01	107	grab, smith-mcintyre	1975	10	31		38	42	84	N	073	24	30	W		38.714	-73.405	76	700	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	E1_10	107	grab, smith-mcintyre	1975	10	30		38	47	32	N	073	23	85	W		38.7887	-73.3975	64	1400	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	D4_08	107	grab, smith-mcintyre	1975	10	29		39	02	92	N	073	47	11	W		39.0487	-73.7852	49	900	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	D3_02	107	grab, smith-mcintyre	1975	10	29		39	06	78	N	073	45	52	W		39.113	-73.7587	39	0	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	D1_12	107	grab, smith-mcintyre	1975	10	28		39	04	59	N	073	53	46	W		39.0765	-73.891	31	0	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM08B	I2_04	107	grab, smith-mcintyre	1977	08	09		39	07	48	N	072	48	05	W		39.1247	-72.8008	102	1100	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM08B	I1_08	107	grab, smith-mcintyre	1977	08	09		39	06	75	N	072	59	11	W		39.1125	-72.9852	80	950	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM08B	H1_06	107	grab, smith-mcintyre	1977	08	08		39	12	36	N	072	23	94	W		39.206	-72.399	377	1550	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM08B	G6_10	107	grab, smith-mcintyre	1977	08	14		39	40	41	N	072	00	64	W		39.6735	-72.0107	185	1650	SMITH-MCINTYRE		
23045003	Sea Transporter	III	01PN208	107	grab, smith-mcintyre	1979	01	08	1645	29	08	77	N	089	41	63	W	m	29.1462	-89.6938	18	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	01PN202	107	grab, smith-mcintyre	1979	01	08	1645	29	08	77	N	089	41	63	W	m	29.1462	-89.6938	18	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	01PE205	107	grab, smith-mcintyre	1979	01	08	1815	29	07	49	N	089	40	42	W	m	29.1248	-89.6737	18	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	22C_8	107	grab, smith-mcintyre	1978	09	22	0349	28	53	00	N	090	16	00	W	m	28.8833	-90.2667	21	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	22C_2	107	grab, smith-mcintyre	1978	09	22	0349	28	53	00	N	090	16	00	W	m	28.8833	-90.2667	21	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	20SN202	107	grab, smith-mcintyre	1978	09	21	1202	28	49	40	N	090	36	48	W	m	28.8233	-90.608	18	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	20SN011	107	grab, smith-mcintyre	1978	09	21	1505	28	48	37	N	090	36	50	W	m	28.8062	-90.6083	18	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	19SN058	107	grab, smith-mcintyre	1978	09	21	0623	28	51	84	N	091	07	87	W	m	28.864	-91.1312	5	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	18SN206	107	grab, smith-mcintyre	1978	09	20	1315	28	49	92	N	091	44	33	W	m	28.832	-91.7388	24	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	18SN053	107	grab, smith-mcintyre	1978	09	20	1545	28	49	09	N	091	44	44	W	m	28.8182	-91.7407	24	5	SMITH-MCINTYRE		
09005031	Unknown Platform	L.I.1009	14_309	100	grab, undifferentiated	1967	12	11		08	44	00	N	107	12	00	E	m	8.7333	107.2	366		GRAB SAMPLE		
09005028	Unknown Platform	L.I.1017	9_659	111	grab, dietz-lafond	1969	07	22		10	48	00	N	109	44	00	E	m	10.8	109.7333	43		DIETZ-LAF GRAB		
09005028	Unknown Platform	L.I.1017	30_2712	111	grab, dietz-lafond	1969	06	30		20	25	00	N	115	03	00	E	m	20.4167	115.05	135		DIETZ-LAF GRAB		
09005028	Unknown Platform	L.I.1017	21_2220	111	grab, dietz-lafond	1969	05	14		14	00	00	N	109	45	00	E	m	14	109.75	241		DIETZ-LAF GRAB		
09005028	Unknown Platform	L.I.1017	15_911	111	grab, dietz-lafond	1969	06	12		20	55	00	N	114	55	00	E	m	20.9167	114.9167	1189		DIETZ-LAF GRAB		
09005026	Unknown Platform	L.I. 370	8_AG-8	401	core, gravity, phleger	1966	09	12		18	03	00	N	108	46	00	E	m	18.05	108.7667	53	24	PHLEGER CORE		
09005026	Unknown Platform	L.I. 370	80_K-8	401	core, gravity, phleger	1966	11	17		17	40	40	N	108	23	30	E	m	17.6733	108.3883	100	30	PHLEGER CORE		
09005026	Unknown Platform	L.I. 370	62_E-44	401	core, gravity, phleger	1966	11	05		17	16	70	N	107	26	70	E	m	17.2783	107.445	57	49	PHLEGER CORE		
03995007	Atlantic Twin	RECON	049_08	107	grab, smith-mcintyre	1973	06	06		40	19	50	N	073	43	60	W		40.325	-73.7267	26		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	029_18	107	grab, smith-mcintyre	1973	06	06		40	25	20	N	073	43	30	W		40.42	-73.7217	26		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	029_11	107	grab, smith-mcintyre	1973	06	06		40	25	20	N	073	43	30	W		40.42	-73.7217	26		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	008_19	107	grab, smith-mcintyre	1973	06	06		40	22	30	N	073	47	10	W		40.3717	-73.785	37		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	008_09	107	grab, smith-mcintyre	1973	06	06		40	22	30	N	073	47	10	W		40.3717	-73.785	37		SMITH-MCINTYRE		
03095002	Mt. Mitchell	BC7401	020	107	grab, smith-mcintyre	1974	05	23	1300	39	20	30	N	073	05	20	W		39.3383	-73.0867	60		SMITH-MCINTYRE		
03045003	Oceanographer	OPR-476	II-C	404	core, gravity, hydroplastic (PVC)	1967	05	06		36	29	15	N	013	45	3	E		36.4858	13.7505	351	102	HYD PLAST CORER		
03095002	Mt. Mitchell	BC7401	009	107	grab, smith-mcintyre	1974	05	23	0300	39	26	20	N	072	59	40	W		39.4367	-72.99	66		SMITH-MCINTYRE		
03995007	Multiple	QUART3	95_04	107	grab, smith-mcintyre	1974	01	28		40	10	00	N	073	40	00	W		40.1667	-73.6667	45		SMITH-MCINTYRE		
03995007	Multiple	QUART3	91_05	107	grab, smith-mcintyre	1974	01	28		40	10	00	N	073	48	00	W		40.1667	-73.8	30		SMITH-MCINTYRE		
03995007	Multiple	QUART3	88_02	107	grab, smith-mcintyre	1974	01	28		40	10	00	N	073	54	00	W		40.1667	-73.9	21		SMITH-MCINTYRE		
03995007	Multiple	QUART3	87_01	107	grab, smith-mcintyre	1974	01	28		40	10	00	N	073	56	00	W		40.1667	-73.9333	19		SMITH-MCINTYRE		
03995007	Multiple	QUART3	82_05	107	grab, smith-mcintyre	1974	01	28		40	13	00	N	073	56	00	W		40.2167	-73.9333	21		SMITH-MCINTYRE		
03995007	Multiple	QUART3	79_01	107	grab, smith-mcintyre	1974	01	28		40	13	00	N	073	50	00	W		40.2167	-73.8333	25		SMITH-MCINTYRE		
03995007	Multiple	QUART3	75_04	107	grab, smith-mcintyre	1974	01	27		40	13	00	N	073	42	00	W		40.2167	-73.7	33		SMITH-MCINTYRE		
23045003	Sea Transporter	III	23C_6	107	grab, smith-mcintyre	1979	01	07	1255	28	27	00	N	090	38	00	W	m	28.45	-90.6333	34	5	SMITH-MCINTYRE		
09005061	Unknown Platform	L.I. 136	BS-20	503	core, piston, hydroplastic (PVC)	1961	08	30		24	18	00	N	077	27	50	W	m	24.3	-77.4583	1481	52	PVC PISTON CORE		
09005061	Unknown Platform	L.I. 136	62-3	501	core, piston, kullenberg	1962	05	28		24	48	70	N	076	35	10	W	m	24.8117	-76.585	1372	139	KULLEN PISTON		
09005061	Unknown Platform	L.I. 136	62-19	501	core, piston, kullenberg	1962	05	29		24	12	00	N	075	54	00	W	m	24.2	-75.9	1829	206	KULLEN PISTON		
09005058	Unknown Platform	NCEL	TH-1	503	core, piston, hydroplastic (PVC)					34	09	50	N	119	45	50	W	m	34.1583	-119.7583	109		PVC PISTON CORE		
09005058	Unknown Platform	NCEL	STS-1	100	grab, undifferentiated	1965	11			34	06	09	N	119	11	37	W	m	34.1015	-119.1895	8		GRAB SAMPLE		
09005058	Unknown Platform	NCEL	SCNI-9	502	core, piston, ewing	1969	05			34	06	42	N	119	41	96	W	m	34.107	-119.6993	53		EWING PISTON		
09005058	Unknown Platform	NCEL	SC-8	502	core, piston, ewing	1965	02			34	06	40	N	119	37	20	W	m	34.1067	-119.62	102		EWING PISTON		
09005058	Unknown Platform	NCEL	SC-36	502	core, piston, ewing	1965	02			34	06	10	N	119	38	10	W	m	34.1017	-119.635	101		EWING PISTON		
09005058	Unknown Platform	NCEL	SC-11	502	core, piston, ewing	1965	02			34	05	80	N	119	38	70	W	m	34.0967	-119.645	101		EWING PISTON		
09005058	Unknown Platform	NCEL	PT-8	500	core, piston undiff.	1969	12			34	09	90	N	119	45	65	W	m	34.165	-119.7608	109		PISTON CORE		
09005053	Unknown Platform	L.I. 462	1_LR-2	400	core, gravity undiff.	1973	09			33	45	00	N	118	14	00	W	m	33.75	-118.2333		127	GRAVITY CORE		
20995002	Thomas G. Thompson	TT020	036_095	500	core, piston undiff.	1967	08	17		68	30	50	N	168	52	00	W	m	68.5083	-168.8667	55	231			
20995002	Thomas G. Thompson	TT020	030_072	400	core, gravity undiff.	1967	08	16		67	23	50	N	167	20	00	W	m	67.3917	-167.3333	44	31			
20995002	Thomas G. Thompson	TT020	018_027	400	core, gravity undiff.	1967	08	14		67	05	40	N	164	29	00	W	m	67.09	-164.4833	28	94			
20995002	Thomas G. Thompson	TT018	034_054	104	grab, shipek	1967	07	27		65	04	60	N	167	58	50	W	m	65.0767	-167.975	42				
20995002	Staten Island	SI689	061	401	core, gravity, phleger	1961	09	17		67	45	00	N	166	29	00	W	m	67.75	-166.4833	47	36			
20995002	Staten Island	SI689	041	100	grab, undifferentiated	1961	09	15		69	46	00	N	169	20	00	W	m	69.7667	-169.3333	38	0			
03995007	Multiple	FIM06	C_05	107	grab, smith-mcintyre	1974	02	28		40	27	10	N	073	09	20	W		40.4517	-73.1533	33		SMITH-MCINTYRE		
03995007	Multiple	FIM06	B_04	107	grab, smith-mcintyre	1974	02	28		40	27	10	N	073	13	10	W		40.4517	-73.2183	29		SMITH-MCINTYRE		
03995007	Multiple	FIM04	C_01	107	grab, smith-mcintyre	1973	08	23		40	27	10	N	073	09	20	W		40.4517	-73.1533	32		SMITH-MCINTYRE		
03995007	Multiple	FIM04	A_04	107	grab, smith-mcintyre	1973	08	23		40	25	60	N	073	11	10	W		40.4267	-73.185	30		SMITH-MCINTYRE		
20995002	Northwind	NW261	025	101	grab, orange peel	1961	09	14		62	45	00	N	172	30	00	W	m	62.75	-172.5	52				
09005030	Unknown Platform	L.I. 249	3_BS-3	404	core, gravity, hydroplastic (PVC)	1965	01	29		24	44	90	N	085	48	80	W	m	24.7483	-85.8133	3695	121	PVC GRAV CORE		
09005028	Unknown Platform	L.I.1017	2_609	111	grab, dietz-lafond	1969	05	25		10	08	00	N	107	23	00	E	m	10.1333	107.3833	34		DIETZ-LAF GRAB		
09005028	Unknown Platform	L.I.1017	20_2217	111	grab, dietz-lafond	1969	05	12		14	35	00	N	109	15	00	E	m	14.5833	109.25	82		DIETZ-LAF GRAB		
09005028	Unknown Platform	L.I.1017	14_741	111	grab, dietz-lafond	1969	06	17		21	44	90	N	116	28	00	E	m	21.7483	116.4667	1100		DIETZ-LAF GRAB		
09005026	Unknown Platform	L.I. 370	81_K-9	401	core, gravity, phleger	1966	11	17		17	36	20	N	107	37	20	E	m	17.6033	107.62	86	48	PHLEGER CORE		
23045002	Sea Transporter	II-C	14SN206	107	grab, smith-mcintyre	1978	09	20	2308	28	42	87	N	091	37	77	W	m	28.7145	-91.6295	27	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	14SN055	107	grab, smith-mcintyre	1978	09	20	2114	28	42	11	N	091	37	45	W	m	28.7018	-91.6242	27	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	11SN204	107	grab, smith-mcintyre	1978	09	22	0204	28	50	23	N	090	22	60	W	m	28.8372	-90.3767	19	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	11SN014	107	grab, smith-mcintyre	1978	09	21	2335	28	49	60	N	090	22	60	W	m	28.8267	-90.3767	19	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	10SN103	107	grab, smith-mcintyre	1978	09	21	1958	28	50	41	N	090	23	46	W	m	28.8402	-90.391	18	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	04PW20X	107	grab, smith-mcintyre	1978	09	22	1409	28	34	05	N	090	25	76	W	m	28.5675	-90.4293	36	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	03PW051	107	grab, smith-mcintyre	1978	09	22	1057	28	40	03	N	090	15	03	W	m	28.6672	-90.2505	29	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	03PS054	107	grab, smith-mcintyre	1978	09	22	0855	28	39	77	N	090	14	77	W	m	28.6628	-90.2462	29	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	03PE059	107	grab, smith-mcintyre	1978	09	22	0744	28	40	13	N	090	14	43	W	m	28.6688	-90.2405	29	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	23C_X	107	grab, smith-mcintyre	1978	06	01	0503	28	27	00	N	090	38	00	W	m	28.45	-90.6333	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	21C_9	107	grab, smith-mcintyre	1978	05	22	1901	29	12	00	N	089	44	00	W	m	29.2	-89.7333	12	5	SMITH-MCINTYRE		
03995007	Multiple	RBCI04	316	0	unknown	1960	08	11		40	30	58	N	074	08	92	W		40.5097	-74.1487					
03995007	Multiple	RBCI03	262	0	unknown	1959	07	13		40	30	57	N	074	15	48	W		40.5095	-74.258	11				
03995007	Multiple	RBCI04	311	0	unknown	1960	08	11		40	28	30	N	074	15	12	W		40.4717	-74.252					
03995007	Multiple	RBCI03	254	0	unknown	1959	07	13		40	31	53	N	074	06	22	W		40.5255	-74.1037	5				
23055001	T-Kip IV	II-A	04PS053	107	grab, smith-mcintyre	1978	08	22	0630	28	33	88	N	090	24	53	W	m	28.5647	-90.4088	36	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	04PN205	107	grab, smith-mcintyre	1978	08	21	2349	28	35	23	N	090	24	53	W	m	28.5872	-90.4088	36	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	04PN056	107	grab, smith-mcintyre	1978	08	21	2158	28	34	42	N	090	24	48	W	m	28.5737	-90.408	36	5	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	C3_08	107	grab, smith-mcintyre	1975	11	05		39	15	18	N	074	09	23	W		39.253	-74.1538	22	1050	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	C2_12	107	grab, smith-mcintyre	1975	11	05		39	20	05	N	074	05	27	W		39.3342	-74.0878	21	1250	SMITH-MCINTYRE		
09995033	Silas Bent	939005	1012-H3	406	core, gravity, ewing					56	19	40	N	165	07	80	E	m	56.3233	165.13	3521	94	MOD. EWING GRAV		
09995032	Multiple	938029	3	502	core, piston, ewing	1968	06	02		49	00		N	152	17	5	E	m	49	152.0292	2377	427	EWING PISTON		
09995032	Multiple	938029	2	502	core, piston, ewing	1968	05	31		47	33	0	N	150	55	0	E	m	47.055	150.0917	3285	488	EWING PISTON		
09995032	Multiple	938029	1	502	core, piston, ewing	1968	05	30		46	13	6	N	148	13	0	E	m	46.0227	148.0217	3279	488	EWING PISTON		
03995010	Columbus Iselin	MAFLA039	2499	300	core, box	1976	07	02		28	30	00	N	83	29	97	W		28.5	-83.4995	22	0			
03995010	Columbus Iselin	MAFLA039	2481	300	core, box	1976	06	28		27	27	18	N	83	53	53	W		27.453	-83.8922	51	0			
03995010	Columbus Iselin	MAFLA039	2479	300	core, box	1976	06	28		27	27	18	N	83	53	53	W		27.453	-83.8922	51	0			
03995010	Columbus Iselin	MAFLA039	2471	300	core, box	1976	06	28		27	24	17	N	84	07	30	W		27.4028	-84.1217	74	0			
03995010	Columbus Iselin	MAFLA039	2469	300	core, box	1976	06	28		27	24	17	N	84	07	30	W		27.4028	-84.1217	74	0			
03995010	Columbus Iselin	MAFLA039	2451	300	core, box	1976	06	28		27	04	12	N	84	13	92	W		27.0687	-84.232	121	0			
03995010	Columbus Iselin	MAFLA039	2449	300	core, box	1976	06	28		27	04	12	N	84	13	92	W		27.0687	-84.232	121	0			
03995010	Columbus Iselin	MAFLA039	2441	300	core, box	1976	06	28		27	04	12	N	84	13	92	W		27.0687	-84.232	121	0			
03995007	Multiple	QUART3	24_02	107	grab, smith-mcintyre	1974	01	24		40	28	00	N	073	46	00	W		40.4667	-73.7667	26		SMITH-MCINTYRE		
03995007	Multiple	QUART3	22_05	107	grab, smith-mcintyre	1974	01	24		40	28	00	N	073	50	00	W		40.4667	-73.8333	22		SMITH-MCINTYRE		
03995007	Multiple	QUART3	20_05	107	grab, smith-mcintyre	1974	01	24		40	28	00	N	073	54	00	W		40.4667	-73.9	16		SMITH-MCINTYRE		
03995007	Multiple	FIM02	H_01	107	grab, smith-mcintyre	1973	02	22		40	25	10	N	073	10	10	W		40.4183	-73.1683	33		SMITH-MCINTYRE		
03995007	Multiple	RBCI02	110	0	unknown	1958	07	21		40	29	30	N	074	09	33	W		40.4883	-74.1555	7				
03995007	Multiple	QUART5	97_01	107	grab, smith-mcintyre	1974	09	06	1230	40	10	00	N	073	36	00	W		40.1667	-73.6	37		SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM08B	A1_12	107	grab, smith-mcintyre	1977	08	07		39	14	68	N	072	47	44	W		39.2447	-72.7907	93	1000	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM07B	F3_12	107	grab, smith-mcintyre	1977	06	01		38	43	64	N	073	03	96	W		38.7273	-73.066	173	950	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM07B	F3_06	107	grab, smith-mcintyre	1977	06	01		38	43	64	N	073	03	96	W		38.7273	-73.066	173	900	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM07B	F2_08	107	grab, smith-mcintyre	1977	06	01		38	44	32	N	073	09	21	W		38.7387	-73.1535	110	1200	SMITH-MCINTYRE		
03995010	Columbus Iselin	MAFLA039	2249	300	core, box	1976	07	04		29	05	02	N	85	14	92	W		29.0837	-85.2487	36	0			
03995010	Columbus Iselin	MAFLA039	2231	300	core, box	1976	07	04		29	13	02	N	84	59	97	W		29.217	-84.9995	28	0			
03995010	Columbus Iselin	MAFLA039	2229	300	core, box	1976	07	04		29	19	95	N	84	44	00	W		29.3325	-84.7333	30	0			
03995010	Columbus Iselin	MAFLA039	2211	300	core, box	1976	07	04		29	29	88	N	84	26	98	W		29.498	-84.4497	24	0			
03995007	Atlantic Twin	RECON	008_02	107	grab, smith-mcintyre	1973	06	06		40	22	30	N	073	47	10	W		40.3717	-73.785	37		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	002_04	107	grab, smith-mcintyre	1973	06	14	0650	40	25	70	N	073	48	70	W		40.4283	-73.8117	37		SMITH-MCINTYRE		
03995007	Multiple	RBCII4	49_01	107	grab, smith-mcintyre	1973	11	05		40	28	03	N	074	05	23	W		40.4672	-74.0872	6		SMITH-MCINTYRE		
03995007	Multiple	RBCII3	73_01	107	grab, smith-mcintyre	1973	07	23		40	25	72	N	074	00	68	W		40.4287	-74.0113	6		SMITH-MCINTYRE		
03995007	Multiple	RBCII3	15_02	107	grab, smith-mcintyre	1973	07	23		40	26	73	N	074	00	98	W		40.4455	-74.0163	6		SMITH-MCINTYRE		
03565001	Longhorn	STOCS055	BBHM	107	grab, smith-mcintyre	1977	02	14	1100	27	34	00	N	96	07	00	W		27.5667	-96.1167	134	0			
03565001	Longhorn	STOCS055	BBFO	107	grab, smith-mcintyre	1977	02	13	0910	27	55	00	N	96	20	00	W		27.9167	-96.3333	42	0			
03565001	Longhorn	STOCS054	BCBU	107	grab, smith-mcintyre	1977	01	30	1605	26	10	00	N	96	54	00	W		26.1667	-96.9	37	0			
03565001	Longhorn	STOCS054	BCAC	107	grab, smith-mcintyre	1977	01	30	1150	26	10	00	N	97	08	00	W		26.1667	-97.1333	15	0			
03565001	Longhorn	STOCS054	BBQQ	107	grab, smith-mcintyre	1977	02	02	1030	26	58	00	N	97	02	00	W		26.9667	-97.0333	40	0			
03565001	Longhorn	STOCS054	BBQK	107	grab, smith-mcintyre	1977	02	02	1030	26	58	00	N	97	02	00	W		26.9667	-97.0333	40	0			
03565001	Longhorn	STOCS049	AWEQ	107	grab, smith-mcintyre	1976	12	09	1230	27	24	00	N	96	29	00	W		27.4	-96.4833	98	0			
03565001	Longhorn	STOCS049	AWDR	107	grab, smith-mcintyre	1976	12	09	0950	27	24	00	N	96	36	00	W		27.4	-96.6	78	0			
03565001	Longhorn	STOCS049	AVZM	107	grab, smith-mcintyre	1976	12	09	0720	27	30	00	N	96	45	00	W		27.5	-96.75	49	0			
03565001	Longhorn	STOCS049	AVYF	107	grab, smith-mcintyre	1976	12	08	1550	27	40	00	N	96	59	00	W		27.6667	-96.9833	22	0			
03565001	Longhorn	STOCS046	AVDF	107	grab, smith-mcintyre	1976	11	19	1610	27	18	00	N	96	23	00	W		27.3	-96.3833	131	0			
09005058	Unknown Platform	NCEL	SCNI49	503	core, piston, hydroplastic (PVC)	1969	06			34	14	64	N	119	44	37	W	m	34.244	-119.7395	54		PVC PISTON CORE		
09005058	Unknown Platform	NCEL	SCNI34	502	core, piston, ewing	1969	06			34	14	81	N	119	44	26	W	m	34.2468	-119.7377	54		EWING PISTON		
09005058	Unknown Platform	NCEL	SC-6	502	core, piston, ewing	1965	02			34	05	90	N	119	38	00	W	m	34.0983	-119.6333	98		EWING PISTON		
09005058	Unknown Platform	NCEL	SC-24	502	core, piston, ewing	1965	02			34	05	80	N	119	38	00	W	m	34.0967	-119.6333	101		EWING PISTON		
09005058	Unknown Platform	NCEL	SC-1	502	core, piston, ewing	1965	02			34	12	00	N	120	04	90	W	m	34.2	-120.0817	169		EWING PISTON		
09005058	Unknown Platform	NCEL	S5-1	502	core, piston, ewing	1965	06			34	02	80	N	119	12	80	W	m	34.0467	-119.2133	360		EWING PISTON		
09005055	Unknown Platform	L.I. 463	1_PH-7	400	core, gravity undiff.	1973	09			21	22	00	N	158	00	00	W	m	21.3667	-158		79	GRAVITY CORE		
09005049	Unknown Platform	L.I. 469	1_N2-2	400	core, gravity undiff.	1973				36	57	00	N	076	20	00	W	m	36.95	-76.3333	0	251	GRAVITY CORE		
09005049	Unknown Platform	L.I. 469	1_N2-13	400	core, gravity undiff.	1973				36	57	00	N	076	20	00	W	m	36.95	-76.3333	0	160	GRAVITY CORE		
09005047	Unknown Platform	L.I. 461	1_N2-11	400	core, gravity undiff.	1973				36	57	00	N	076	20	00	W	m	36.95	-76.3333		112	GRAVITY CORE		
09005043	Unknown Platform	L.I. 450	1_SF-7	400	core, gravity undiff.	1973	02			37	56	00	N	122	04	00	W	m	37.9333	-122.0667			GRAVITY CORE		
09005041	Unknown Platform	L.I. 452	1_4	109	grab, ponar	1973	05			41	16	00	N	072	04	60	W	m	41.2667	-72.0767			PONAR GRAB		
20995002	Staten Island	SI689	021	401	core, gravity, phleger	1961	09	12		71	17	00	N	157	31	00	W	m	71.2833	-157.5167	0	0			
03995007	Multiple	QUART1	64_05	107	grab, smith-mcintyre	1973	08	05		40	16	00	N	073	54	00	W		40.2667	-73.9	19		SMITH-MCINTYRE		
03995007	Multiple	QUART1	60_03	107	grab, smith-mcintyre	1973	08	05		40	19	00	N	073	56	00	W		40.3167	-73.9333	15		SMITH-MCINTYRE		
03995007	Multiple	QUART1	57_02	107	grab, smith-mcintyre	1973	08	05		40	19	00	N	073	50	00	W		40.3167	-73.8333	27		SMITH-MCINTYRE		
03995007	Multiple	QUART1	53_02	107	grab, smith-mcintyre	1973	08	05		40	19	00	N	073	42	00	W		40.3167	-73.7	25		SMITH-MCINTYRE		
03995007	Multiple	QUART1	49_04	107	grab, smith-mcintyre	1973	08	05		40	22	00	N	073	40	00	W		40.3667	-73.6667	24		SMITH-MCINTYRE		
03995007	Multiple	QUART1	48_03	107	grab, smith-mcintyre	1973	08	05		40	22	00	N	073	42	00	W		40.3667	-73.7	26		SMITH-MCINTYRE		
03995007	Multiple	QUART1	45_05	107	grab, smith-mcintyre	1973	08	05		40	22	00	N	073	48	00	W		40.3667	-73.8	36		SMITH-MCINTYRE		
